left_len,right_len,total_empty,n,first,current_gap_m,current_gap_left,current_gap_right,current_pos,response_gap_m,response_gap_left,response_gap_right,response_pos
19,24,43,44,19,24,0,2,8,8,0,2,2
19,24,43,44,19,24,0,2,9,9,0,2,2
19,24,43,44,19,24,0,2,10,10,0,2,2
19,24,43,44,19,24,0,2,11,11,0,2,2
19,24,43,44,19,24,0,2,12,11,1,2,1
19,24,43,44,19,24,0,2,13,10,1,2,1
19,24,43,44,19,24,0,2,14,9,1,2,1
19,24,43,44,19,24,0,2,15,8,1,2,1
19,24,43,44,19,24,0,2,16,7,1,2,1
19,24,43,44,19,24,0,2,17,6,1,2,1
19,24,43,44,19,24,0,2,18,5,1,2,1
19,24,43,44,19,24,0,2,19,4,1,2,1
19,24,43,44,19,24,0,2,20,3,1,2,1
19,24,43,44,19,24,0,2,21,19,0,1,2
19,24,43,44,19,24,0,2,22,19,0,1,2
19,25,44,45,19,19,0,2,1,17,1,2,1
19,25,44,45,19,19,0,2,2,16,1,2,2
19,25,44,45,19,19,0,2,3,15,1,2,1
19,25,44,45,19,19,0,2,4,4,0,2,2
19,25,44,45,19,19,0,2,5,5,0,2,2
19,25,44,45,19,19,0,2,6,6,0,2,2
19,25,44,45,19,19,0,2,7,7,0,2,2
19,25,44,45,19,19,0,2,8,8,0,2,2
19,25,44,45,19,19,0,2,9,9,0,2,2
19,25,44,45,19,19,0,2,10,8,1,2,2
19,25,44,45,19,19,0,2,11,7,1,2,2
19,25,44,45,19,19,0,2,12,6,1,2,2
19,25,44,45,19,19,0,2,13,5,1,2,2
19,25,44,45,19,19,0,2,14,4,1,2,2
19,25,44,45,19,19,0,2,15,15,0,2,2
19,25,44,45,19,19,0,2,16,16,0,2,2
19,25,44,45,19,19,0,2,17,17,0,2,2
19,25,44,45,19,25,0,2,1,19,0,1,1
19,25,44,45,19,25,0,2,2,19,0,1,2
19,25,44,45,19,25,0,2,3,19,0,1,2
19,25,44,45,19,25,0,2,4,4,0,2,2
19,25,44,45,19,25,0,2,5,5,0,2,2
19,25,44,45,19,25,0,2,6,6,0,2,2
19,25,44,45,19,25,0,2,7,7,0,2,2
19,25,44,45,19,25,0,2,8,8,0,2,2
19,25,44,45,19,25,0,2,9,9,0,2,2
19,25,44,45,19,25,0,2,10,10,0,2,2
19,25,44,45,19,25,0,2,11,11,0,2,2
19,25,44,45,19,25,0,2,12,12,0,2,2
19,25,44,45,19,25,0,2,13,11,1,2,2
19,25,44,45,19,25,0,2,14,10,1,2,2
19,25,44,45,19,25,0,2,15,9,1,2,2
19,25,44,45,19,25,0,2,16,8,1,2,2
19,25,44,45,19,25,0,2,17,7,1,2,2
19,25,44,45,19,25,0,2,18,6,1,2,2
19,25,44,45,19,25,0,2,19,5,1,2,2
19,25,44,45,19,25,0,2,20,4,1,2,2
19,25,44,45,19,25,0,2,21,19,0,1,2
19,25,44,45,19,25,0,2,22,19,0,1,2
19,25,44,45,19,25,0,2,23,19,0,1,2
20,2,22,23,20,20,0,2,1,18,1,2,1
20,2,22,23,20,20,0,2,2,17,1,2,2
20,2,22,23,20,20,0,2,3,3,0,2,1
20,2,22,23,20,20,0,2,4,4,0,2,1
20,2,22,23,20,20,0,2,5,5,0,2,1
20,2,22,23,20,20,0,2,6,6,0,2,1
20,2,22,23,20,20,0,2,7,7,0,2,1
20,2,22,23,20,20,0,2,8,8,0,2,1
20,2,22,23,20,20,0,2,9,9,0,2,2
20,2,22,23,20,20,0,2,10,9,1,2,2
20,2,22,23,20,20,0,2,11,8,1,2,1
20,2,22,23,20,20,0,2,12,7,1,2,2
20,2,22,23,20,20,0,2,13,6,1,2,1
20,2,22,23,20,20,0,2,14,5,1,2,1
20,2,22,23,20,20,0,2,15,4,1,2,2
20,2,22,23,20,20,0,2,16,3,1,2,1
20,2,22,23,20,20,0,2,17,17,0,2,1
20,2,22,23,20,20,0,2,18,18,0,2,1
20,3,23,24,20,3,0,2,1,20,0,1,1
20,3,23,24,20,20,0,2,1,3,0,1,1
20,3,23,24,20,20,0,2,2,17,1,2,2
20,3,23,24,20,20,0,2,3,16,1,2,1
20,3,23,24,20,20,0,2,4,4,0,2,2
20,3,23,24,20,20,0,2,5,5,0,2,2
20,3,23,24,20,20,0,2,6,6,0,2,2
20,3,23,24,20,20,0,2,7,7,0,2,2
20,3,23,24,20,20,0,2,8,8,0,2,2
20,3,23,24,20,20,0,2,9,9,0,2,2
20,3,23,24,20,20,0,2,10,9,1,2,2
20,3,23,24,20,20,0,2,11,8,1,2,2
20,3,23,24,20,20,0,2,12,7,1,2,1
20,3,23,24,20,20,0,2,13,6,1,2,2
20,3,23,24,20,20,0,2,14,5,1,2,2
20,3,23,24,20,20,0,2,15,4,1,2,2
20,3,23,24,20,20,0,2,16,16,0,2,2
20,3,23,24,20,20,0,2,17,17,0,2,2
20,3,23,24,20,20,0,2,18,18,0,2,2
20,4,24,25,20,4,0,2,1,20,0,1,1
20,4,24,25,20,4,0,2,2,20,0,1,3
20,4,24,25,20,20,0,2,1,4,0,1,1
20,4,24,25,20,20,0,2,2,17,1,2,2
20,4,24,25,20,20,0,2,3,4,0,1,1
20,4,24,25,20,20,0,2,4,4,0,1,1
20,4,24,25,20,20,0,2,5,5,0,2,2
20,4,24,25,20,20,0,2,6,4,0,1,1
20,4,24,25,20,20,0,2,7,4,0,1,1
20,4,24,25,20,20,0,2,8,8,0,2,2
20,4,24,25,20,20,0,2,9,4,0,1,1
20,4,24,25,20,20,0,2,10,4,0,1,1
20,4,24,25,20,20,0,2,11,11,0,2,9
20,4,24,25,20,20,0,2,12,4,0,1,1
20,4,24,25,20,20,0,2,13,6,1,2,2
20,4,24,25,20,20,0,2,14,5,1,2,2
20,4,24,25,20,20,0,2,15,4,0,1,1
20,4,24,25,20,20,0,2,16,16,0,2,2
20,4,24,25,20,20,0,2,17,17,0,2,2
20,4,24,25,20,20,0,2,18,4,0,1,1
20,5,25,26,20,5,0,2,1,3,1,2,1
20,5,25,26,20,5,0,2,2,20,0,1,1
20,5,25,26,20,5,0,2,3,20,0,1,1
20,5,25,26,20,20,0,2,1,5,0,1,1
20,5,25,26,20,20,0,2,2,5,0,1,2
20,5,25,26,20,20,0,2,3,5,0,1,2
20,5,25,26,20,20,0,2,4,4,0,2,1
20,5,25,26,20,20,0,2,5,5,0,1,2
20,5,25,26,20,20,0,2,6,5,0,1,2
20,5,25,26,20,20,0,2,7,5,0,1,2
20,5,25,26,20,20,0,2,8,5,0,1,2
20,5,25,26,20,20,0,2,9,5,0,1,2
20,5,25,26,20,20,0,2,10,5,0,1,2
20,5,25,26,20,20,0,2,11,5,0,1,2
20,5,25,26,20,20,0,2,12,5,0,1,2
20,5,25,26,20,20,0,2,13,5,0,1,2
20,5,25,26,20,20,0,2,14,5,0,1,2
20,5,25,26,20,20,0,2,15,4,1,2,1
20,5,25,26,20,20,0,2,16,3,1,2,1
20,5,25,26,20,20,0,2,17,5,0,1,2
20,5,25,26,20,20,0,2,18,5,0,1,2
20,6,26,27,20,6,0,2,1,4,1,2,0
20,6,26,27,20,6,0,2,2,20,0,1,2
20,6,26,27,20,6,0,2,3,20,0,1,1
20,6,26,27,20,6,0,2,4,4,0,2,2
20,6,26,27,20,20,0,2,1,6,0,1,2
20,6,26,27,20,20,0,2,2,6,0,1,3
20,6,26,27,20,20,0,2,3,6,0,1,2
20,6,26,27,20,20,0,2,4,4,0,2,2
20,6,26,27,20,20,0,2,5,5,0,2,2
20,6,26,27,20,20,0,2,6,6,0,1,2
20,6,26,27,20,20,0,2,7,6,0,1,3
20,6,26,27,20,20,0,2,8,6,0,1,3
20,6,26,27,20,20,0,2,9,6,0,1,3
20,6,26,27,20,20,0,2,10,6,0,1,3
20,6,26,27,20,20,0,2,11,6,0,1,3
20,6,26,27,20,20,0,2,12,6,0,1,3
20,6,26,27,20,20,0,2,13,6,0,1,2
20,6,26,27,20,20,0,2,14,5,1,2,2
20,6,26,27,20,20,0,2,15,4,1,2,2
20,6,26,27,20,20,0,2,16,6,0,1,2
20,6,26,27,20,20,0,2,17,6,0,1,3
20,6,26,27,20,20,0,2,18,6,0,1,3
20,7,27,28,20,7,0,2,1,5,1,2,1
20,7,27,28,20,7,0,2,2,4,1,2,2
20,7,27,28,20,7,0,2,3,3,0,2,1
20,7,27,28,20,7,0,2,4,4,0,2,2
20,7,27,28,20,7,0,2,5,5,0,2,1
20,7,27,28,20,20,0,2,1,7,0,1,1
20,7,27,28,20,20,0,2,2,7,0,1,1
20,7,27,28,20,20,0,2,3,7,0,1,1
20,7,27,28,20,20,0,2,4,4,0,2,2
20,7,27,28,20,20,0,2,5,5,0,2,2
20,7,27,28,20,20,0,2,6,6,0,2,2
20,7,27,28,20,20,0,2,7,7,0,1,2
20,7,27,28,20,20,0,2,8,7,0,1,2
20,7,27,28,20,20,0,2,9,7,0,1,1
20,7,27,28,20,20,0,2,10,7,0,1,2
20,7,27,28,20,20,0,2,11,7,0,1,1
20,7,27,28,20,20,0,2,12,7,0,1,1
20,7,27,28,20,20,0,2,13,6,1,2,2
20,7,27,28,20,20,0,2,14,5,1,2,1
20,7,27,28,20,20,0,2,15,4,1,2,2
20,7,27,28,20,20,0,2,16,3,1,2,1
20,7,27,28,20,20,0,2,17,7,0,1,1
20,7,27,28,20,20,0,2,18,7,0,1,2
20,8,28,29,20,8,0,2,1,6,1,2,0
20,8,28,29,20,8,0,2,2,5,1,2,1
20,8,28,29,20,8,0,2,3,4,1,2,1
20,8,28,29,20,8,0,2,4,3,1,2,1
20,8,28,29,20,8,0,2,5,5,0,2,2
20,8,28,29,20,8,0,2,6,6,0,2,2
20,8,28,29,20,20,0,2,1,8,0,1,1
20,8,28,29,20,20,0,2,2,8,0,1,2
20,8,28,29,20,20,0,2,3,8,0,1,2
20,8,28,29,20,20,0,2,4,4,0,2,2
20,8,28,29,20,20,0,2,5,5,0,2,2
20,8,28,29,20,20,0,2,6,6,0,2,2
20,8,28,29,20,20,0,2,7,7,0,2,2
20,8,28,29,20,20,0,2,8,8,0,1,2
20,8,28,29,20,20,0,2,9,8,0,1,2
20,8,28,29,20,20,0,2,10,8,0,1,2
20,8,28,29,20,20,0,2,11,8,0,1,2
20,8,28,29,20,20,0,2,12,7,1,2,2
20,8,28,29,20,20,0,2,13,6,1,2,2
20,8,28,29,20,20,0,2,14,5,1,2,1
20,8,28,29,20,20,0,2,15,4,1,2,2
20,8,28,29,20,20,0,2,16,3,1,2,1
20,8,28,29,20,20,0,2,17,8,0,1,2
20,8,28,29,20,20,0,2,18,8,0,1,2
20,9,29,30,20,9,0,2,1,7,1,2,1
20,9,29,30,20,9,0,2,2,6,1,2,2
20,9,29,30,20,9,0,2,3,3,0,2,1
20,9,29,30,20,9,0,2,4,4,0,2,1
20,9,29,30,20,9,0,2,5,5,0,2,2
20,9,29,30,20,9,0,2,6,6,0,2,1
20,9,29,30,20,9,0,2,7,7,0,2,1
20,9,29,30,20,20,0,2,1,9,0,1,1
20,9,29,30,20,20,0,2,2,9,0,1,1
20,9,29,30,20,20,0,2,3,9,0,1,1
20,9,29,30,20,20,0,2,4,4,0,2,2
20,9,29,30,20,20,0,2,5,5,0,2,1
20,9,29,30,20,20,0,2,6,6,0,2,2
20,9,29,30,20,20,0,2,7,7,0,2,2
20,9,29,30,20,20,0,2,8,8,0,2,1
20,9,29,30,20,20,0,2,9,9,0,1,2
20,9,29,30,20,20,0,2,10,9,0,1,2
20,9,29,30,20,20,0,2,11,8,1,2,1
20,9,29,30,20,20,0,2,12,7,1,2,1
20,9,29,30,20,20,0,2,13,6,1,2,1
20,9,29,30,20,20,0,2,14,5,1,2,1
20,9,29,30,20,20,0,2,15,4,1,2,1
20,9,29,30,20,20,0,2,16,3,1,2,1
20,9,29,30,20,20,0,2,17,9,0,1,2
20,9,29,30,20,20,0,2,18,9,0,1,2
20,10,30,31,20,10,0,2,1,8,1,2,1
20,10,30,31,20,10,0,2,2,7,1,2,1
20,10,30,31,20,10,0,2,3,6,1,2,1
20,10,30,31,20,10,0,2,4,4,0,2,2
20,10,30,31,20,10,0,2,5,4,1,2,2
20,10,30,31,20,10,0,2,6,3,1,2,1
20,10,30,31,20,10,0,2,7,7,0,2,2
20,10,30,31,20,10,0,2,8,8,0,2,2
20,10,30,31,20,20,0,2,1,10,0,1,1
20,10,30,31,20,20,0,2,2,10,0,1,2
20,10,30,31,20,20,0,2,3,10,0,1,1
20,10,30,31,20,20,0,2,4,4,0,2,2
20,10,30,31,20,20,0,2,5,5,0,2,2
20,10,30,31,20,20,0,2,6,6,0,2,2
20,10,30,31,20,20,0,2,7,7,0,2,2
20,10,30,31,20,20,0,2,8,8,0,2,2
20,10,30,31,20,20,0,2,9,9,0,2,2
20,10,30,31,20,20,0,2,10,9,1,2,2
20,10,30,31,20,20,0,2,11,8,1,2,2
20,10,30,31,20,20,0,2,12,7,1,2,2
20,10,30,31,20,20,0,2,13,6,1,2,1
20,10,30,31,20,20,0,2,14,5,1,2,2
20,10,30,31,20,20,0,2,15,4,1,2,2
20,10,30,31,20,20,0,2,16,10,0,1,2
20,10,30,31,20,20,0,2,17,10,0,1,2
20,10,30,31,20,20,0,2,18,10,0,1,2
20,11,31,32,20,11,0,2,1,9,1,2,1
20,11,31,32,20,11,0,2,2,8,1,2,2
20,11,31,32,20,11,0,2,3,7,1,2,1
20,11,31,32,20,11,0,2,4,4,0,2,2
20,11,31,32,20,11,0,2,5,5,0,2,2
20,11,31,32,20,11,0,2,6,4,1,2,1
20,11,31,32,20,11,0,2,7,3,1,2,1
20,11,31,32,20,11,0,2,8,8,0,2,2
20,11,31,32,20,11,0,2,9,9,0,2,2
20,11,31,32,20,20,0,2,1,11,0,1,1
20,11,31,32,20,20,0,2,2,11,0,1,2
20,11,31,32,20,20,0,2,3,11,0,1,2
20,11,31,32,20,20,0,2,4,4,0,2,2
20,11,31,32,20,20,0,2,5,5,0,2,2
20,11,31,32,20,20,0,2,6,6,0,2,2
20,11,31,32,20,20,0,2,7,7,0,2,2
20,11,31,32,20,20,0,2,8,8,0,2,2
20,11,31,32,20,20,0,2,9,9,0,2,2
20,11,31,32,20,20,0,2,10,9,1,2,1
20,11,31,32,20,20,0,2,11,8,1,2,1
20,11,31,32,20,20,0,2,12,7,1,2,1
20,11,31,32,20,20,0,2,13,6,1,2,1
20,11,31,32,20,20,0,2,14,5,1,2,1
20,11,31,32,20,20,0,2,15,4,1,2,1
20,11,31,32,20,20,0,2,16,3,1,2,1
20,11,31,32,20,20,0,2,17,11,0,1,2
20,11,31,32,20,20,0,2,18,11,0,1,2
20,12,32,33,20,12,0,2,1,10,1,2,0
20,12,32,33,20,12,0,2,2,9,1,2,2
20,12,32,33,20,12,0,2,3,8,1,2,1
20,12,32,33,20,12,0,2,4,4,0,2,2
20,12,32,33,20,12,0,2,5,5,0,2,2
20,12,32,33,20,12,0,2,6,5,1,2,2
20,12,32,33,20,12,0,2,7,4,1,2,2
20,12,32,33,20,12,0,2,8,8,0,2,2
20,12,32,33,20,12,0,2,9,9,0,2,2
20,12,32,33,20,12,0,2,10,10,0,2,2
20,12,32,33,20,20,0,2,1,12,0,1,1
20,12,32,33,20,20,0,2,2,12,0,1,3
20,12,32,33,20,20,0,2,3,12,0,1,1
20,12,32,33,20,20,0,2,4,4,0,2,2
20,12,32,33,20,20,0,2,5,5,0,2,2
20,12,32,33,20,20,0,2,6,6,0,2,2
20,12,32,33,20,20,0,2,7,7,0,2,2
20,12,32,33,20,20,0,2,8,8,0,2,2
20,12,32,33,20,20,0,2,9,9,0,2,2
20,12,32,33,20,20,0,2,10,9,1,2,2
20,12,32,33,20,20,0,2,11,8,1,2,2
20,12,32,33,20,20,0,2,12,7,1,2,3
20,12,32,33,20,20,0,2,13,6,1,2,2
20,12,32,33,20,20,0,2,14,5,1,2,2
20,12,32,33,20,20,0,2,15,12,0,1,6
20,12,32,33,20,20,0,2,16,12,0,1,2
20,12,32,33,20,20,0,2,17,12,0,1,2
20,12,32,33,20,20,0,2,18,12,0,1,2
20,13,33,34,20,13,0,2,1,11,1,2,1
20,13,33,34,20,13,0,2,2,10,1,2,2
20,13,33,34,20,13,0,2,3,3,0,2,1
20,13,33,34,20,13,0,2,4,4,0,2,2
20,13,33,34,20,13,0,2,5,5,0,2,1
20,13,33,34,20,13,0,2,6,6,0,2,1
20,13,33,34,20,13,0,2,7,5,1,2,1
20,13,33,34,20,13,0,2,8,4,1,2,1
20,13,33,34,20,13,0,2,9,3,1,2,1
20,13,33,34,20,13,0,2,10,10,0,2,2
20,13,33,34,20,13,0,2,11,11,0,2,1
20,13,33,34,20,20,0,2,1,13,0,1,1
20,13,33,34,20,20,0,2,2,13,0,1,1
20,13,33,34,20,20,0,2,3,13,0,1,1
20,13,33,34,20,20,0,2,4,4,0,2,2
20,13,33,34,20,20,0,2,5,5,0,2,2
20,13,33,34,20,20,0,2,6,6,0,2,2
20,13,33,34,20,20,0,2,7,7,0,2,2
20,13,33,34,20,20,0,2,8,8,0,2,2
20,13,33,34,20,20,0,2,9,9,0,2,2
20,13,33,34,20,20,0,2,10,9,1,2,2
20,13,33,34,20,20,0,2,11,8,1,2,1
20,13,33,34,20,20,0,2,12,7,1,2,1
20,13,33,34,20,20,0,2,13,6,1,2,2
20,13,33,34,20,20,0,2,14,5,1,2,1
20,13,33,34,20,20,0,2,15,4,1,2,1
20,13,33,34,20,20,0,2,16,13,0,1,2
20,13,33,34,20,20,0,2,17,13,0,1,1
20,13,33,34,20,20,0,2,18,13,0,1,2
20,14,34,35,20,14,0,2,1,12,1,2,1
20,14,34,35,20,14,0,2,2,11,1,2,1
20,14,34,35,20,14,0,2,3,10,1,2,1
20,14,34,35,20,14,0,2,4,4,0,2,2
20,14,34,35,20,14,0,2,5,5,0,2,2
20,14,34,35,20,14,0,2,6,6,0,2,2
20,14,34,35,20,14,0,2,7,6,1,2,2
20,14,34,35,20,14,0,2,8,5,1,2,2
20,14,34,35,20,14,0,2,9,4,1,2,1
20,14,34,35,20,14,0,2,10,10,0,2,2
20,14,34,35,20,14,0,2,11,11,0,2,2
20,14,34,35,20,14,0,2,12,12,0,2,2
20,14,34,35,20,20,0,2,1,14,0,1,1
20,14,34,35,20,20,0,2,2,14,0,1,2
20,14,34,35,20,20,0,2,3,14,0,1,2
20,14,34,35,20,20,0,2,4,4,0,2,2
20,14,34,35,20,20,0,2,5,5,0,2,2
20,14,34,35,20,20,0,2,6,6,0,2,2
20,14,34,35,20,20,0,2,7,7,0,2,2
20,14,34,35,20,20,0,2,8,8,0,2,2
20,14,34,35,20,20,0,2,9,9,0,2,2
20,14,34,35,20,20,0,2,10,9,1,2,2
20,14,34,35,20,20,0,2,11,8,1,2,2
20,14,34,35,20,20,0,2,12,7,1,2,2
20,14,34,35,20,20,0,2,13,6,1,2,2
20,14,34,35,20,20,0,2,14,5,1,2,2
20,14,34,35,20,20,0,2,15,4,1,2,2
20,14,34,35,20,20,0,2,16,14,0,1,2
20,14,34,35,20,20,0,2,17,14,0,1,2
20,14,34,35,20,20,0,2,18,14,0,1,2
20,15,35,36,20,15,0,2,1,13,1,2,1
20,15,35,36,20,15,0,2,2,12,1,2,2
20,15,35,36,20,15,0,2,3,11,1,2,1
20,15,35,36,20,15,0,2,4,4,0,2,1
20,15,35,36,20,15,0,2,5,5,0,2,2
20,15,35,36,20,15,0,2,6,6,0,2,2
20,15,35,36,20,15,0,2,7,7,0,2,2
20,15,35,36,20,15,0,2,8,6,1,2,1
20,15,35,36,20,15,0,2,9,5,1,2,1
20,15,35,36,20,15,0,2,10,4,1,2,1
20,15,35,36,20,15,0,2,11,3,1,2,1
20,15,35,36,20,15,0,2,12,12,0,2,1
20,15,35,36,20,15,0,2,13,13,0,2,2
20,15,35,36,20,20,0,2,1,15,0,1,1
20,15,35,36,20,20,0,2,2,15,0,1,1
20,15,35,36,20,20,0,2,3,15,0,1,2
20,15,35,36,20,20,0,2,4,4,0,2,1
20,15,35,36,20,20,0,2,5,5,0,2,2
20,15,35,36,20,20,0,2,6,6,0,2,2
20,15,35,36,20,20,0,2,7,7,0,2,1
20,15,35,36,20,20,0,2,8,8,0,2,2
20,15,35,36,20,20,0,2,9,9,0,2,1
20,15,35,36,20,20,0,2,10,9,1,2,1
20,15,35,36,20,20,0,2,11,8,1,2,1
20,15,35,36,20,20,0,2,12,7,1,2,1
20,15,35,36,20,20,0,2,13,6,1,2,1
20,15,35,36,20,20,0,2,14,5,1,2,1
20,15,35,36,20,20,0,2,15,4,1,2,1
20,15,35,36,20,20,0,2,16,3,1,2,1
20,15,35,36,20,20,0,2,17,15,0,1,2
20,15,35,36,20,20,0,2,18,15,0,1,2
20,16,36,37,20,16,0,2,1,14,1,2,1
20,16,36,37,20,16,0,2,2,13,1,2,2
20,16,36,37,20,16,0,2,3,12,1,2,1
20,16,36,37,20,16,0,2,4,4,0,2,2
20,16,36,37,20,16,0,2,5,5,0,2,2
20,16,36,37,20,16,0,2,6,6,0,2,2
20,16,36,37,20,16,0,2,7,7,0,2,2
20,16,36,37,20,16,0,2,8,7,1,2,2
20,16,36,37,20,16,0,2,9,6,1,2,2
20,16,36,37,20,16,0,2,10,5,1,2,2
20,16,36,37,20,16,0,2,11,4,1,2,2
20,16,36,37,20,16,0,2,12,12,0,2,2
20,16,36,37,20,16,0,2,13,13,0,2,2
20,16,36,37,20,16,0,2,14,14,0,2,2
20,16,36,37,20,20,0,2,1,16,0,1,1
20,16,36,37,20,20,0,2,2,16,0,1,2
20,16,36,37,20,20,0,2,3,3,0,2,1
20,16,36,37,20,20,0,2,4,4,0,2,2
20,16,36,37,20,20,0,2,5,5,0,2,2
20,16,36,37,20,20,0,2,6,6,0,2,2
20,16,36,37,20,20,0,2,7,7,0,2,2
20,16,36,37,20,20,0,2,8,8,0,2,2
20,16,36,37,20,20,0,2,9,9,0,2,2
20,16,36,37,20,20,0,2,10,9,1,2,2
20,16,36,37,20,20,0,2,11,8,1,2,2
20,16,36,37,20,20,0,2,12,7,1,2,2
20,16,36,37,20,20,0,2,13,6,1,2,1
20,16,36,37,20,20,0,2,14,5,1,2,2
20,16,36,37,20,20,0,2,15,4,1,2,2
20,16,36,37,20,20,0,2,16,3,1,2,1
20,16,36,37,20,20,0,2,17,16,0,1,2
20,16,36,37,20,20,0,2,18,16,0,1,2
20,17,37,38,20,17,0,2,1,15,1,2,0
20,17,37,38,20,17,0,2,2,14,1,2,2
20,17,37,38,20,17,0,2,3,13,1,2,1
20,17,37,38,20,17,0,2,4,4,0,2,2
20,17,37,38,20,17,0,2,5,5,0,2,2
20,17,37,38,20,17,0,2,6,6,0,2,2
20,17,37,38,20,17,0,2,7,7,0,2,2
20,17,37,38,20,17,0,2,8,8,0,2,2
20,17,37,38,20,17,0,2,9,7,1,2,1
20,17,37,38,20,17,0,2,10,6,1,2,1
20,17,37,38,20,17,0,2,11,5,1,2,1
20,17,37,38,20,17,0,2,12,4,1,2,1
20,17,37,38,20,17,0,2,13,3,1,2,1
20,17,37,38,20,17,0,2,14,14,0,2,2
20,17,37,38,20,17,0,2,15,15,0,2,2
20,17,37,38,20,20,0,2,1,17,0,1,1
20,17,37,38,20,20,0,2,2,17,0,1,2
20,17,37,38,20,20,0,2,3,3,0,2,1
20,17,37,38,20,20,0,2,4,4,0,2,2
20,17,37,38,20,20,0,2,5,5,0,2,2
20,17,37,38,20,20,0,2,6,6,0,2,2
20,17,37,38,20,20,0,2,7,7,0,2,2
20,17,37,38,20,20,0,2,8,8,0,2,2
20,17,37,38,20,20,0,2,9,9,0,2,2
20,17,37,38,20,20,0,2,10,9,1,2,1
20,17,37,38,20,20,0,2,11,8,1,2,2
20,17,37,38,20,20,0,2,12,7,1,2,1
20,17,37,38,20,20,0,2,13,6,1,2,1
20,17,37,38,20,20,0,2,14,5,1,2,2
20,17,37,38,20,20,0,2,15,4,1,2,1
20,17,37,38,20,20,0,2,16,3,1,2,1
20,17,37,38,20,20,0,2,17,2,1,2,0
20,17,37,38,20,20,0,2,18,17,0,1,2
20,19,39,40,20,19,0,2,1,17,1,2,1
20,19,39,40,20,19,0,2,2,16,1,2,1
20,19,39,40,20,19,0,2,3,15,1,2,1
20,19,39,40,20,19,0,2,4,4,0,2,2
20,19,39,40,20,19,0,2,5,5,0,2,2
20,19,39,40,20,19,0,2,6,6,0,2,1
20,19,39,40,20,19,0,2,7,7,0,2,2
20,19,39,40,20,19,0,2,8,8,0,2,1
20,19,39,40,20,19,0,2,9,9,0,2,1
20,19,39,40,20,19,0,2,10,8,1,2,1
20,19,39,40,20,19,0,2,11,7,1,2,1
20,19,39,40,20,19,0,2,12,6,1,2,1
20,19,39,40,20,19,0,2,13,5,1,2,1
20,19,39,40,20,19,0,2,14,4,1,2,1
20,19,39,40,20,19,0,2,15,3,1,2,1
20,19,39,40,20,19,0,2,16,16,0,2,2
20,19,39,40,20,19,0,2,17,17,0,2,2
20,19,39,40,20,20,0,2,1,18,1,2,2
20,19,39,40,20,20,0,2,2,17,1,2,2
20,19,39,40,20,20,0,2,3,16,1,2,1
20,19,39,40,20,20,0,2,4,4,0,2,2
20,19,39,40,20,20,0,2,5,5,0,2,2
20,19,39,40,20,20,0,2,6,6,0,2,2
20,19,39,40,20,20,0,2,7,7,0,2,2
20,19,39,40,20,20,0,2,8,8,0,2,2
20,19,39,40,20,20,0,2,9,9,0,2,2
20,19,39,40,20,20,0,2,10,9,1,2,1
20,19,39,40,20,20,0,2,11,8,1,2,1
20,19,39,40,20,20,0,2,12,7,1,2,1
20,19,39,40,20,20,0,2,13,6,1,2,1
20,19,39,40,20,20,0,2,14,5,1,2,1
20,19,39,40,20,20,0,2,15,4,1,2,1
20,19,39,40,20,20,0,2,16,16,0,2,2
20,19,39,40,20,20,0,2,17,17,0,2,2
20,19,39,40,20,20,0,2,18,18,0,2,2
20,20,40,41,20,20,0,2,1,18,1,2,1
20,20,40,41,20,20,0,2,2,17,1,2,2
20,20,40,41,20,20,0,2,3,16,1,2,1
20,20,40,41,20,20,0,2,4,4,0,2,2
20,20,40,41,20,20,0,2,5,5,0,2,2
20,20,40,41,20,20,0,2,6,6,0,2,2
20,20,40,41,20,20,0,2,7,7,0,2,2
20,20,40,41,20,20,0,2,8,8,0,2,2
20,20,40,41,20,20,0,2,9,9,0,2,2
20,20,40,41,20,20,0,2,10,9,1,2,2
20,20,40,41,20,20,0,2,11,8,1,2,2
20,20,40,41,20,20,0,2,12,7,1,2,2
20,20,40,41,20,20,0,2,13,6,1,2,2
20,20,40,41,20,20,0,2,14,5,1,2,2
20,20,40,41,20,20,0,2,15,4,1,2,2
20,20,40,41,20,20,0,2,16,16,0,2,2
20,20,40,41,20,20,0,2,17,17,0,2,2
20,20,40,41,20,20,0,2,18,18,0,2,2
20,21,41,42,20,20,0,2,1,18,1,2,1
20,21,41,42,20,20,0,2,2,17,1,2,1
20,21,41,42,20,20,0,2,3,16,1,2,1
20,21,41,42,20,20,0,2,4,4,0,2,1
20,21,41,42,20,20,0,2,5,5,0,2,2
20,21,41,42,20,20,0,2,6,6,0,2,2
20,21,41,42,20,20,0,2,7,7,0,2,1
20,21,41,42,20,20,0,2,8,8,0,2,2
20,21,41,42,20,20,0,2,9,9,0,2,2
20,21,41,42,20,20,0,2,10,9,1,2,1
20,21,41,42,20,20,0,2,11,8,1,2,1
20,21,41,42,20,20,0,2,12,7,1,2,1
20,21,41,42,20,20,0,2,13,6,1,2,1
20,21,41,42,20,20,0,2,14,5,1,2,1
20,21,41,42,20,20,0,2,15,4,1,2,1
20,21,41,42,20,20,0,2,16,3,1,2,1
20,21,41,42,20,20,0,2,17,17,0,2,1
20,21,41,42,20,20,0,2,18,18,0,2,2
20,21,41,42,20,21,0,2,1,19,1,2,2
